Store ID,Category,Product ID,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Inventory Turnover,Overstock Ratio,Demand Gap,Sell Through Rate,Cluster,Cluster Name,Recommendation
S001,Clothing,P0001,281.15384615384613,144.0,117.01398601398601,149.99293706293707,50.131048951048946,9.545454545454545,0.5103598691384952,1.8620330965325564,-131.16090909090906,1.2201943588528088,1,Moderate Overstock,"
    Mempertahankan strategi persediaan saat ini,
    melakukan monitoring permintaan secara berkala,
    menyesuaikan jumlah pembelian berdasarkan tren penjualan,
    serta melakukan evaluasi forecasting secara periodik.
    "
S001,Clothing,P0002,267.68674698795184,134.59036144578315,111.40361445783132,139.88313253012046,53.322349397590365,10.271084337349398,0.5009192412896283,1.9000624289122836,-127.80361445783137,1.1973846401200494,0,High Overstock,"
    Mengurangi jumlah pemesanan pada periode berikutnya,
    melakukan promosi atau diskon untuk mempercepat penjualan,
    menerapkan bundling produk,
    mengevaluasi reorder point,
    dan meningkatkan akurasi demand forecasting.
    "
S001,Clothing,P0003,263.0394736842105,132.82236842105263,114.28289473684211,137.73361842105265,54.82598684210526,9.375,0.5030398166143419,1.8960038430331505,-125.30585526315787,1.1521428979056096,0,High Overstock,"
    Mengurangi jumlah pemesanan pada periode berikutnya,
    melakukan promosi atau diskon untuk mempercepat penjualan,
    menerapkan bundling produk,
    mengevaluasi reorder point,
    dan meningkatkan akurasi demand forecasting.
    "
S001,Clothing,P0004,269.02962962962965,141.5037037037037,111.18518518518519,147.50785185185185,53.50592592592593,9.185185185185185,0.5240302847424151,1.8115515528297295,-121.5217777777778,1.2613403763618356,0,High Overstock,"
    Mengurangi jumlah pemesanan pada periode berikutnya,
    melakukan promosi atau diskon untuk mempercepat penjualan,
    menerapkan bundling produk,
    mengevaluasi reorder point,
    dan meningkatkan akurasi demand forecasting.
    "
S001,Clothing,P0005,276.1478873239437,132.2112676056338,108.04929577464789,136.98084507042253,52.52049295774648,9.471830985915492,0.4770423072036589,2.001349442257754,-139.16704225352115,1.2123990958992572,1,Moderate Overstock,"
    Mempertahankan strategi persediaan saat ini,
    melakukan monitoring permintaan secara berkala,
    menyesuaikan jumlah pembelian berdasarkan tren penjualan,
    serta melakukan evaluasi forecasting secara periodik.
    "
S001,Clothing,P0006,290.8355263157895,156.79605263157896,110.61842105263158,162.70263157894738,53.474144736842106,10.460526315789474,0.5372754119795307,1.7766087417814715,-128.1328947368421,1.4047506778262409,1,Moderate Overstock,"
    Mempertahankan strategi persediaan saat ini,
    melakukan monitoring permintaan secara berkala,
    menyesuaikan jumlah pembelian berdasarkan tren penjualan,
    serta melakukan evaluasi forecasting secara periodik.
    "
S001,Clothing,P0007,281.336,126.248,111.744,130.47848,61.5504,8.88,0.4471551626430919,2.1397874389786073,-150.85752000000002,1.11977577520755,1,Moderate Overstock,"
    Mempertahankan strategi persediaan saat ini,
    melakukan monitoring permintaan secara berkala,
    menyesuaikan jumlah pembelian berdasarkan tren penjualan,
    serta melakukan evaluasi forecasting secara periodik.
    "
S001,Clothing,P0008,277.94736842105266,136.9671052631579,108.79605263157895,141.02388157894737,51.748026315789474,10.230263157894736,0.4910141509433962,1.9570466975763436,-136.9234868421053,1.2474683923542453,1,Moderate Overstock,"
    Mempertahankan strategi persediaan saat ini,
    melakukan monitoring permintaan secara berkala,
    menyesuaikan jumlah pembelian berdasarkan tren penjualan,
    serta melakukan evaluasi forecasting secara periodik.
    "
S001,Clothing,P0009,263.39864864864865,125.1554054054054,111.42567567567568,129.73966216216218,56.936621621621626,11.08108108108108,0.47335871815184893,2.014680505460873,-133.65898648648647,1.1132279584109621,0,High Overstock,"
    Mengurangi jumlah pemesanan pada periode berikutnya,
    melakukan promosi atau diskon untuk mempercepat penjualan,
    menerapkan bundling produk,
    mengevaluasi reorder point,
    dan meningkatkan akurasi demand forecasting.
    "
S001,Clothing,P0010,264.16312056737587,129.0212765957447,112.95035460992908,133.12758865248227,53.40113475177305,10.709219858156029,0.48657323205306524,1.9694913121252706,-131.0355319148936,1.1322586668326384,0,High Overstock,"
    Mengurangi jumlah pemesanan pada periode berikutnya,
    melakukan promosi atau diskon untuk mempercepat penjualan,
    menerapkan bundling produk,
    mengevaluasi reorder point,
    dan meningkatkan akurasi demand forecasting.
    "
S001,Clothing,P0011,282.5426356589147,147.5581395348837,114.79069767441861,152.8756589147287,54.581550387596906,9.031007751937985,0.520409000191377,1.8361749847354856,-129.66697674418603,1.2743522795742115,1,Moderate Overstock,"
    Mempertahankan strategi persediaan saat ini,
    melakukan monitoring permintaan secara berkala,
    menyesuaikan jumlah pembelian berdasarkan tren penjualan,
    serta melakukan evaluasi forecasting secara periodik.
    "
S001,Clothing,P0012,263.52666666666664,115.51333333333334,106.78666666666666,119.453,53.4348,10.533333333333333,0.43667935179818046,2.187796623302588,-144.07366666666664,1.0716848095002476,0,High Overstock,"
    Mengurangi jumlah pemesanan pada periode berikutnya,
    melakukan promosi atau diskon untuk mempercepat penjualan,
    menerapkan bundling produk,
    mengevaluasi reorder point,
    dan meningkatkan akurasi demand forecasting.
    "
S001,Clothing,P0013,268.6929133858268,131.5748031496063,109.2992125984252,136.54866141732285,57.093858267716534,9.724409448818898,0.48786896732942103,1.9534389547464375,-132.14425196850394,1.1928897772701315,0,High Overstock,"
    Mengurangi jumlah pemesanan pada periode berikutnya,
    melakukan promosi atau diskon untuk mempercepat penjualan,
    menerapkan bundling produk,
    mengevaluasi reorder point,
    dan meningkatkan akurasi demand forecasting.
    "
S001,Clothing,P0014,291.4129032258065,143.56774193548387,115.12903225806451,149.00225806451613,56.84961290322581,9.612903225806452,0.4909760833112699,1.9427234428729032,-142.41064516129035,1.2362777777777778,1,Moderate Overstock,"
    Mempertahankan strategi persediaan saat ini,
    melakukan monitoring permintaan secara berkala,
    menyesuaikan jumlah pembelian berdasarkan tren penjualan,
    serta melakukan evaluasi forecasting secara periodik.
    "
S001,Clothing,P0015,274.57971014492756,139.45652173913044,111.03623188405797,143.3676811594203,55.42978260869565,10.181159420289855,0.5060478569550355,1.9019472221190459,-131.21202898550726,1.2447448418601643,0,High Overstock,"
    Mengurangi jumlah pemesanan pada periode berikutnya,
    melakukan promosi atau diskon untuk mempercepat penjualan,
    menerapkan bundling produk,
    mengevaluasi reorder point,
    dan meningkatkan akurasi demand forecasting.
    "
S001,Clothing,P0016,245.98518518518517,124.22962962962963,111.80740740740741,129.33925925925925,55.58340740740741,9.74074074074074,0.5029841346009657,1.8872685527228088,-116.64592592592592,1.1012541860923237,0,High Overstock,"
    Mengurangi jumlah pemesanan pada periode berikutnya,
    melakukan promosi atau diskon untuk mempercepat penjualan,
    menerapkan bundling produk,
    mengevaluasi reorder point,
    dan meningkatkan akurasi demand forecasting.
    "
S001,Clothing,P0017,283.2953020134228,128.56375838926175,116.81208053691275,134.00711409395973,57.749395973154364,9.026845637583893,0.452219074598678,2.0983731406647226,-149.2881879194631,1.091261250996924,1,Moderate Overstock,"
    Mempertahankan strategi persediaan saat ini,
    melakukan monitoring permintaan secara berkala,
    menyesuaikan jumlah pembelian berdasarkan tren penjualan,
    serta melakukan evaluasi forecasting secara periodik.
    "
S001,Clothing,P0018,280.9934640522876,142.95424836601308,106.54248366013071,147.81581699346404,50.66248366013072,9.411764705882353,0.5069417081933016,1.8881962262427305,-133.17764705882357,1.3292816336453144,1,Moderate Overstock,"
    Mempertahankan strategi persediaan saat ini,
    melakukan monitoring permintaan secara berkala,
    menyesuaikan jumlah pembelian berdasarkan tren penjualan,
    serta melakukan evaluasi forecasting secara periodik.
    "
S001,Clothing,P0019,278.9935897435897,130.55128205128204,106.39102564102564,135.91038461538463,55.83538461538461,9.326923076923077,0.46626525332539664,2.037782528530266,-143.0832051282051,1.215662866352295,1,Moderate Overstock,"
    Mempertahankan strategi persediaan saat ini,
    melakukan monitoring permintaan secara berkala,
    menyesuaikan jumlah pembelian berdasarkan tren penjualan,
    serta melakukan evaluasi forecasting secara periodik.
    "
S001,Clothing,P0020,258.26277372262774,121.98540145985402,118.56204379562044,127.49335766423357,55.035401459854015,8.905109489051094,0.4705087418001633,2.00993092886167,-130.76941605839417,1.0202686202686202,0,High Overstock,"
    Mengurangi jumlah pemesanan pada periode berikutnya,
    melakukan promosi atau diskon untuk mempercepat penjualan,
    menerapkan bundling produk,
    mengevaluasi reorder point,
    dan meningkatkan akurasi demand forecasting.
    "
S001,Electronics,P0001,253.05426356589146,122.31007751937985,108.97674418604652,128.89480620155038,57.11550387596899,10.193798449612403,0.4814328868275715,1.9481476662988477,-124.15945736434108,1.1121449214069217,0,High Overstock,"
    Mengurangi jumlah pemesanan pada periode berikutnya,
    melakukan promosi atau diskon untuk mempercepat penjualan,
    menerapkan bundling produk,
    mengevaluasi reorder point,
    dan meningkatkan akurasi demand forecasting.
    "
S001,Electronics,P0002,272.5625,125.02083333333333,111.52777777777777,130.3717361111111,56.237291666666664,9.340277777777779,0.45701012870306906,2.0747423157251506,-142.1907638888889,1.1110219698839794,1,Moderate Overstock,"
    Mempertahankan strategi persediaan saat ini,
    melakukan monitoring permintaan secara berkala,
    menyesuaikan jumlah pembelian berdasarkan tren penjualan,
    serta melakukan evaluasi forecasting secara periodik.
    "
S001,Electronics,P0003,273.93333333333334,137.9777777777778,113.28148148148148,142.77007407407407,53.35451851851852,10.074074074074074,0.5018590365341093,1.9053571134156595,-131.16325925925926,1.207350272232305,0,High Overstock,"
    Mengurangi jumlah pemesanan pada periode berikutnya,
    melakukan promosi atau diskon untuk mempercepat penjualan,
    menerapkan bundling produk,
    mengevaluasi reorder point,
    dan meningkatkan akurasi demand forecasting.
    "
S001,Electronics,P0004,273.4258064516129,131.8258064516129,108.87096774193549,136.25103225806453,58.529935483870965,9.96774193548387,0.48036956930599956,1.9921584701636887,-137.1747741935484,1.1998238402818553,1,Moderate Overstock,"
    Mempertahankan strategi persediaan saat ini,
    melakukan monitoring permintaan secara berkala,
    menyesuaikan jumlah pembelian berdasarkan tren penjualan,
    serta melakukan evaluasi forecasting secara periodik.
    "
S001,Electronics,P0005,263.7631578947368,121.78289473684211,103.52631578947368,127.72263157894737,55.99592105263157,10.394736842105264,0.4599691879534838,2.049081460341084,-136.04052631578946,1.1650931520644512,0,High Overstock,"
    Mengurangi jumlah pemesanan pada periode berikutnya,
    melakukan promosi atau diskon untuk mempercepat penjualan,
    menerapkan bundling produk,
    mengevaluasi reorder point,
    dan meningkatkan akurasi demand forecasting.
    "
S001,Electronics,P0006,279.2837837837838,120.4391891891892,102.14189189189189,126.42067567567567,56.36824324324324,9.256756756756756,0.4297044501229449,2.1918246964460137,-152.86310810810812,1.1677038978054373,1,Moderate Overstock,"
    Mempertahankan strategi persediaan saat ini,
    melakukan monitoring permintaan secara berkala,
    menyesuaikan jumlah pembelian berdasarkan tren penjualan,
    serta melakukan evaluasi forecasting secara periodik.
    "
S001,Electronics,P0007,264.43373493975906,147.4879518072289,104.49397590361446,152.05656626506024,55.65837349397591,10.602409638554217,0.5556488584267623,1.7276863148871255,-112.37716867469882,1.3980698949291914,0,High Overstock,"
    Mengurangi jumlah pemesanan pada periode berikutnya,
    melakukan promosi atau diskon untuk mempercepat penjualan,
    menerapkan bundling produk,
    mengevaluasi reorder point,
    dan meningkatkan akurasi demand forecasting.
    "
S001,Electronics,P0008,271.3211678832117,131.92700729927006,106.95620437956204,136.85277372262775,57.60328467153285,9.379562043795621,0.4844537364640291,1.9681952024348413,-134.46839416058393,1.2220419202163624,0,High Overstock,"
    Mengurangi jumlah pemesanan pada periode berikutnya,
    melakukan promosi atau diskon untuk mempercepat penjualan,
    menerapkan bundling produk,
    mengevaluasi reorder point,
    dan meningkatkan akurasi demand forecasting.
    "
S001,Electronics,P0009,271.92537313432837,139.0,112.29850746268657,144.15432835820897,53.33656716417911,11.082089552238806,0.5092967297385979,1.8733535280000493,-127.7710447761194,1.2268475826636807,0,High Overstock,"
    Mengurangi jumlah pemesanan pada periode berikutnya,
    melakukan promosi atau diskon untuk mempercepat penjualan,
    menerapkan bundling produk,
    mengevaluasi reorder point,
    dan meningkatkan akurasi demand forecasting.
    "
S001,Electronics,P0010,261.7175572519084,134.32824427480915,113.85496183206106,138.78236641221375,56.51404580152672,10.076335877862595,0.5113028823802882,1.8723216952853097,-122.93519083969463,1.1695467233816297,0,High Overstock,"
    Mengurangi jumlah pemesanan pada periode berikutnya,
    melakukan promosi atau diskon untuk mempercepat penjualan,
    menerapkan bundling produk,
    mengevaluasi reorder point,
    dan meningkatkan akurasi demand forecasting.
    "
S001,Electronics,P0011,267.1543624161074,128.61744966442953,110.58389261744966,133.31785234899328,56.339597315436244,9.53020134228188,0.4796395945438618,1.9889713671267595,-133.83651006711412,1.1526524720317575,0,High Overstock,"
    Mengurangi jumlah pemesanan pada periode berikutnya,
    melakukan promosi atau diskon untuk mempercepat penjualan,
    menerapkan bundling produk,
    mengevaluasi reorder point,
    dan meningkatkan akurasi demand forecasting.
    "
S001,Electronics,P0012,268.7410071942446,128.29496402877697,105.28057553956835,133.2188489208633,53.971798561151076,10.215827338129497,0.47562276630927613,2.0022598119038917,-135.5221582733813,1.2071346375143843,0,High Overstock,"
    Mengurangi jumlah pemesanan pada periode berikutnya,
    melakukan promosi atau diskon untuk mempercepat penjualan,
    menerapkan bundling produk,
    mengevaluasi reorder point,
    dan meningkatkan akurasi demand forecasting.
    "
S001,Electronics,P0013,252.8029197080292,124.04379562043796,110.07299270072993,129.7297080291971,54.45350364963504,9.781021897810218,0.48874061718098416,1.933783250334869,-123.07321167883211,1.1167772885588487,0,High Overstock,"
    Mengurangi jumlah pemesanan pada periode berikutnya,
    melakukan promosi atau diskon untuk mempercepat penjualan,
    menerapkan bundling produk,
    mengevaluasi reorder point,
    dan meningkatkan akurasi demand forecasting.
    "
S001,Electronics,P0014,260.04285714285714,119.79285714285714,104.71428571428571,124.28014285714286,55.17771428571429,9.142857142857142,0.4589011109286926,2.0756909372252585,-135.76271428571428,1.1331756756756757,0,High Overstock,"
    Mengurangi jumlah pemesanan pada periode berikutnya,
    melakukan promosi atau diskon untuk mempercepat penjualan,
    menerapkan bundling produk,
    mengevaluasi reorder point,
    dan meningkatkan akurasi demand forecasting.
    "
S001,Electronics,P0015,288.81935483870967,149.80645161290323,108.69677419354839,154.0647741935484,56.29116129032258,9.741935483870968,0.5168959529851743,1.8625723110924715,-134.75458064516127,1.3656413574075164,1,Moderate Overstock,"
    Mempertahankan strategi persediaan saat ini,
    melakukan monitoring permintaan secara berkala,
    menyesuaikan jumlah pembelian berdasarkan tren penjualan,
    serta melakukan evaluasi forecasting secara periodik.
    "
S001,Electronics,P0016,271.5617283950617,138.48765432098764,110.19753086419753,143.15203703703705,55.92382716049383,9.722222222222221,0.5080964783150266,1.8838563365239802,-128.40969135802467,1.2454202287110026,0,High Overstock,"
    Mengurangi jumlah pemesanan pada periode berikutnya,
    melakukan promosi atau diskon untuk mempercepat penjualan,
    menerapkan bundling produk,
    mengevaluasi reorder point,
    dan meningkatkan akurasi demand forecasting.
    "
